id;test_run_id;ts;ts_iso;source;module;metric;value;unit;meta_json
1851;4;1785915435.8090317;2026-08-05T07:37:15.809+00:00;master;ping;dns_resolve;2699.695999999676;ms;"{""hostname"":""www.google.com""}"
1852;4;1785915435.8289728;2026-08-05T07:37:15.828+00:00;master;ping;dns_resolve;19.911500000489468;ms;"{""hostname"":""www.sbb.ch""}"
1853;4;1785915435.9435985;2026-08-05T07:37:15.943+00:00;master;uptime;router_uptime;1728084.0;s;
1854;4;1785915435.9436083;2026-08-05T07:37:15.943+00:00;master;uptime;wan_uptime;1728037.0;s;
1855;4;1785915435.9436147;2026-08-05T07:37:15.943+00:00;master;uptime;sync_down;4294967.0;kbit/s;
1856;4;1785915435.9436212;2026-08-05T07:37:15.943+00:00;master;uptime;sync_up;4294967.0;kbit/s;
1857;4;1785915435.9436276;2026-08-05T07:37:15.943+00:00;master;uptime;hosts;6.0;;
1858;4;1785915435.9436357;2026-08-05T07:37:15.943+00:00;master;uptime;availability;100.0;%;
1859;4;1785915435.9436402;2026-08-05T07:37:15.943+00:00;master;uptime;reboots_unplanned;0.0;;
1860;4;1785915435.9436452;2026-08-05T07:37:15.943+00:00;master;uptime;wan_reconnects;0.0;;
1861;4;1785915436.0153186;2026-08-05T07:37:16.015+00:00;master;wlan;clients;0.0;;"{""band"":""2.4GHz"",""ssid"":""TestWLAN-2G""}"
1862;4;1785915436.0153306;2026-08-05T07:37:16.015+00:00;master;wlan;clients;1.0;;"{""band"":""5GHz"",""ssid"":""TestWLAN-5G""}"
1863;4;1785915436.0153394;2026-08-05T07:37:16.015+00:00;master;wlan;clients;0.0;;"{""band"":""6GHz"",""ssid"":""FRITZ! Gastzugang""}"
1864;4;1785915436.0155466;2026-08-05T07:37:16.015+00:00;master;wlan;client_rssi;70.0;dBm;"{""mac"":""AA:BB:CC:00:00:02"",""band"":""5GHz""}"
1865;4;1785915436.0155566;2026-08-05T07:37:16.015+00:00;master;wlan;client_link_speed;960.0;Mbit/s;"{""mac"":""AA:BB:CC:00:00:02"",""band"":""5GHz""}"
1866;4;1785915436.0423837;2026-08-05T07:37:16.042+00:00;master;traffic;web_ttfb;2248.0587999998534;ms;"{""profile"":""surfen#1"",""url"":""https://www.ethz.ch/"",""status"":200}"
1867;4;1785915436.0424087;2026-08-05T07:37:16.042+00:00;master;traffic;web_total;2258.2858000005217;ms;"{""size_bytes"":67278,""profile"":""surfen#1"",""url"":""https://www.ethz.ch/"",""status"":200}"
1868;4;1785915436.0454414;2026-08-05T07:37:16.045+00:00;master;traffic;web_ttfb;1646.0127000000284;ms;"{""profile"":""surfen#2"",""url"":""https://www.ethz.ch/"",""status"":200}"
1869;4;1785915436.0454645;2026-08-05T07:37:16.045+00:00;master;traffic;web_total;1657.9282000002422;ms;"{""size_bytes"":67278,""profile"":""surfen#2"",""url"":""https://www.ethz.ch/"",""status"":200}"
1870;4;1785915436.156667;2026-08-05T07:37:16.156+00:00;master;traffic;web_ttfb;108.60460000003513;ms;"{""profile"":""surfen#1"",""url"":""https://www.admin.ch/"",""status"":200}"
1871;4;1785915436.1566882;2026-08-05T07:37:16.156+00:00;master;traffic;web_total;114.2294999999649;ms;"{""size_bytes"":258992,""profile"":""surfen#1"",""url"":""https://www.admin.ch/"",""status"":200}"
1872;4;1785915436.1673653;2026-08-05T07:37:16.167+00:00;master;traffic;web_ttfb;115.47610000070563;ms;"{""profile"":""surfen#2"",""url"":""https://www.admin.ch/"",""status"":200}"
1873;4;1785915436.1673863;2026-08-05T07:37:16.167+00:00;master;traffic;web_total;121.8713000007483;ms;"{""size_bytes"":258992,""profile"":""surfen#2"",""url"":""https://www.admin.ch/"",""status"":200}"
1874;4;1785915436.199828;2026-08-05T07:37:16.199+00:00;master;traffic;web_ttfb;39.082000000234984;ms;"{""profile"":""surfen#1"",""url"":""https://www.ch.ch/de"",""status"":200}"
1875;4;1785915436.1998525;2026-08-05T07:37:16.199+00:00;master;traffic;web_total;43.11280000001716;ms;"{""size_bytes"":43250,""profile"":""surfen#1"",""url"":""https://www.ch.ch/de"",""status"":200}"
1876;4;1785915436.205224;2026-08-05T07:37:16.205+00:00;master;traffic;web_ttfb;35.065400000348745;ms;"{""profile"":""surfen#2"",""url"":""https://www.ch.ch/de"",""status"":200}"
1877;4;1785915436.2052402;2026-08-05T07:37:16.205+00:00;master;traffic;web_total;37.81460000027437;ms;"{""size_bytes"":43250,""profile"":""surfen#2"",""url"":""https://www.ch.ch/de"",""status"":200}"
1878;4;1785915440.0438712;2026-08-05T07:37:20.043+00:00;master;traffic;stream_rate;5.027710940280175;Mbit/s;"{""profile"":""stream-hd#1"",""target_mbps"":5.0}"
1879;4;1785915443.1908772;2026-08-05T07:37:23.190+00:00;master;uptime;router_uptime;1728094.0;s;
1880;4;1785915443.1908853;2026-08-05T07:37:23.190+00:00;master;uptime;wan_uptime;1728045.0;s;
1881;4;1785915443.1908915;2026-08-05T07:37:23.190+00:00;master;uptime;sync_down;4294967.0;kbit/s;
1882;4;1785915443.1908963;2026-08-05T07:37:23.190+00:00;master;uptime;sync_up;4294967.0;kbit/s;
1883;4;1785915443.190902;2026-08-05T07:37:23.190+00:00;master;uptime;hosts;6.0;;
1884;4;1785915443.1909099;2026-08-05T07:37:23.190+00:00;master;uptime;availability;100.0;%;
1885;4;1785915443.1909146;2026-08-05T07:37:23.190+00:00;master;uptime;reboots_unplanned;0.0;;
1886;4;1785915443.1909192;2026-08-05T07:37:23.190+00:00;master;uptime;wan_reconnects;0.0;;
1887;4;1785915443.19093;2026-08-05T07:37:23.190+00:00;master;uptime;throughput_up;0.25712069156599904;Mbit/s;
1888;4;1785915443.1909351;2026-08-05T07:37:23.190+00:00;master;uptime;throughput_down;14.11764777308813;Mbit/s;
1889;4;1785915445.0730236;2026-08-05T07:37:25.073+00:00;master;traffic;stream_rate;5.004022672998101;Mbit/s;"{""profile"":""stream-hd#1"",""target_mbps"":5.0}"
1890;4;1785915450.1120389;2026-08-05T07:37:30.112+00:00;master;traffic;stream_rate;4.994231370390568;Mbit/s;"{""profile"":""stream-hd#1"",""target_mbps"":5.0}"
1891;4;1785915451.2944126;2026-08-05T07:37:31.294+00:00;master;traffic;web_ttfb;84.08200000030774;ms;"{""profile"":""surfen#2"",""url"":""https://www.ethz.ch/"",""status"":200}"
1892;4;1785915451.2944303;2026-08-05T07:37:31.294+00:00;master;traffic;web_total;86.54599999954371;ms;"{""size_bytes"":67278,""profile"":""surfen#2"",""url"":""https://www.ethz.ch/"",""status"":200}"
1893;4;1785915451.303878;2026-08-05T07:37:31.303+00:00;master;traffic;web_ttfb;95.51869999995688;ms;"{""profile"":""surfen#1"",""url"":""https://www.ethz.ch/"",""status"":200}"
1894;4;1785915451.3038957;2026-08-05T07:37:31.303+00:00;master;traffic;web_total;99.07019999991462;ms;"{""size_bytes"":67278,""profile"":""surfen#1"",""url"":""https://www.ethz.ch/"",""status"":200}"
1895;4;1785915451.3971515;2026-08-05T07:37:31.397+00:00;master;traffic;web_ttfb;97.06769999957032;ms;"{""profile"":""surfen#2"",""url"":""https://www.admin.ch/"",""status"":200}"
1896;4;1785915451.3971682;2026-08-05T07:37:31.397+00:00;master;traffic;web_total;102.69889999926818;ms;"{""size_bytes"":258753,""profile"":""surfen#2"",""url"":""https://www.admin.ch/"",""status"":200}"
1897;4;1785915451.4081519;2026-08-05T07:37:31.408+00:00;master;traffic;web_ttfb;98.42380000009143;ms;"{""profile"":""surfen#1"",""url"":""https://www.admin.ch/"",""status"":200}"
1898;4;1785915451.4081745;2026-08-05T07:37:31.408+00:00;master;traffic;web_total;104.2291000003388;ms;"{""size_bytes"":258753,""profile"":""surfen#1"",""url"":""https://www.admin.ch/"",""status"":200}"
1899;4;1785915451.434918;2026-08-05T07:37:31.434+00:00;master;traffic;web_ttfb;24.65360000041983;ms;"{""profile"":""surfen#1"",""url"":""https://www.ch.ch/de"",""status"":200}"
1900;4;1785915451.434935;2026-08-05T07:37:31.434+00:00;master;traffic;web_total;26.719100000264007;ms;"{""size_bytes"":43250,""profile"":""surfen#1"",""url"":""https://www.ch.ch/de"",""status"":200}"
1901;4;1785915451.4402432;2026-08-05T07:37:31.440+00:00;master;traffic;web_ttfb;40.91969999990397;ms;"{""profile"":""surfen#2"",""url"":""https://www.ch.ch/de"",""status"":200}"
1902;4;1785915451.4402602;2026-08-05T07:37:31.440+00:00;master;traffic;web_total;43.0543000002217;ms;"{""size_bytes"":43250,""profile"":""surfen#2"",""url"":""https://www.ch.ch/de"",""status"":200}"
1903;4;1785915453.1581347;2026-08-05T07:37:33.158+00:00;master;uptime;router_uptime;1728104.0;s;
1904;4;1785915453.158144;2026-08-05T07:37:33.158+00:00;master;uptime;wan_uptime;1728055.0;s;
1905;4;1785915453.158152;2026-08-05T07:37:33.158+00:00;master;uptime;sync_down;4294967.0;kbit/s;
1906;4;1785915453.158158;2026-08-05T07:37:33.158+00:00;master;uptime;sync_up;4294967.0;kbit/s;
1907;4;1785915453.1581635;2026-08-05T07:37:33.158+00:00;master;uptime;hosts;6.0;;
1908;4;1785915453.1581717;2026-08-05T07:37:33.158+00:00;master;uptime;availability;100.0;%;
1909;4;1785915453.1581764;2026-08-05T07:37:33.158+00:00;master;uptime;reboots_unplanned;0.0;;
1910;4;1785915453.158181;2026-08-05T07:37:33.158+00:00;master;uptime;wan_reconnects;0.0;;
1911;4;1785915453.1581914;2026-08-05T07:37:33.158+00:00;master;uptime;throughput_up;0.1800558668970454;Mbit/s;
1912;4;1785915453.158196;2026-08-05T07:37:33.158+00:00;master;uptime;throughput_down;9.778386080349732;Mbit/s;
1913;4;1785915455.1379914;2026-08-05T07:37:35.137+00:00;master;traffic;stream_rate;5.0072096284586465;Mbit/s;"{""profile"":""stream-hd#1"",""target_mbps"":5.0}"
1914;4;1785915460.1734765;2026-08-05T07:37:40.173+00:00;master;traffic;stream_rate;4.997780811719675;Mbit/s;"{""profile"":""stream-hd#1"",""target_mbps"":5.0}"
1915;4;1785915463.249299;2026-08-05T07:37:43.249+00:00;master;uptime;router_uptime;1728114.0;s;
1916;4;1785915463.2493074;2026-08-05T07:37:43.249+00:00;master;uptime;wan_uptime;1728065.0;s;
1917;4;1785915463.2493136;2026-08-05T07:37:43.249+00:00;master;uptime;sync_down;4294967.0;kbit/s;
1918;4;1785915463.2493188;2026-08-05T07:37:43.249+00:00;master;uptime;sync_up;4294967.0;kbit/s;
1919;4;1785915463.2493246;2026-08-05T07:37:43.249+00:00;master;uptime;hosts;6.0;;
1920;4;1785915463.2493317;2026-08-05T07:37:43.249+00:00;master;uptime;availability;100.0;%;
1921;4;1785915463.2493362;2026-08-05T07:37:43.249+00:00;master;uptime;reboots_unplanned;0.0;;
1922;4;1785915463.249341;2026-08-05T07:37:43.249+00:00;master;uptime;wan_reconnects;0.0;;
1923;4;1785915463.2493796;2026-08-05T07:37:43.249+00:00;master;uptime;throughput_up;0.182611237436696;Mbit/s;
1924;4;1785915463.249384;2026-08-05T07:37:43.249+00:00;master;uptime;throughput_down;11.768953955095215;Mbit/s;
1925;4;1785915463.3876417;2026-08-05T07:37:43.387+00:00;master;wlan;clients;0.0;;"{""band"":""2.4GHz"",""ssid"":""TestWLAN-2G""}"
1926;4;1785915463.3876538;2026-08-05T07:37:43.387+00:00;master;wlan;clients;1.0;;"{""band"":""5GHz"",""ssid"":""TestWLAN-5G""}"
1927;4;1785915463.3876603;2026-08-05T07:37:43.387+00:00;master;wlan;clients;0.0;;"{""band"":""6GHz"",""ssid"":""FRITZ! Gastzugang""}"
1928;4;1785915463.387699;2026-08-05T07:37:43.387+00:00;master;wlan;client_rssi;70.0;dBm;"{""mac"":""AA:BB:CC:00:00:02"",""band"":""5GHz""}"
1929;4;1785915463.387705;2026-08-05T07:37:43.387+00:00;master;wlan;client_link_speed;960.0;Mbit/s;"{""mac"":""AA:BB:CC:00:00:02"",""band"":""5GHz""}"
1930;4;1785915465.2048879;2026-08-05T07:37:45.204+00:00;master;traffic;stream_rate;5.001796930871958;Mbit/s;"{""profile"":""stream-hd#1"",""target_mbps"":5.0}"
1931;4;1785915465.8477523;2026-08-05T07:37:45.847+00:00;master;ping;dns_resolve;14.55569999961881;ms;"{""hostname"":""www.google.com""}"
1932;4;1785915465.8491735;2026-08-05T07:37:45.849+00:00;master;ping;dns_resolve;1.3985999994474696;ms;"{""hostname"":""www.sbb.ch""}"
1933;4;1785915466.5244596;2026-08-05T07:37:46.524+00:00;master;traffic;web_ttfb;78.46890000018902;ms;"{""profile"":""surfen#2"",""url"":""https://www.ethz.ch/"",""status"":200}"
1934;4;1785915466.5244808;2026-08-05T07:37:46.524+00:00;master;traffic;web_total;82.98420000028273;ms;"{""size_bytes"":67278,""profile"":""surfen#2"",""url"":""https://www.ethz.ch/"",""status"":200}"
1935;4;1785915466.5267286;2026-08-05T07:37:46.526+00:00;master;traffic;web_ttfb;82.47549999941839;ms;"{""profile"":""surfen#1"",""url"":""https://www.ethz.ch/"",""status"":200}"
1936;4;1785915466.5267448;2026-08-05T07:37:46.526+00:00;master;traffic;web_total;90.54759999980888;ms;"{""size_bytes"":67278,""profile"":""surfen#1"",""url"":""https://www.ethz.ch/"",""status"":200}"
1937;4;1785915466.5973518;2026-08-05T07:37:46.597+00:00;master;traffic;web_ttfb;68.88470000012603;ms;"{""profile"":""surfen#2"",""url"":""https://www.admin.ch/"",""status"":200}"
1938;4;1785915466.5973675;2026-08-05T07:37:46.597+00:00;master;traffic;web_total;72.84609999987879;ms;"{""size_bytes"":258753,""profile"":""surfen#2"",""url"":""https://www.admin.ch/"",""status"":200}"
1939;4;1785915466.6128109;2026-08-05T07:37:46.612+00:00;master;traffic;web_ttfb;79.0102000000843;ms;"{""profile"":""surfen#1"",""url"":""https://www.admin.ch/"",""status"":200}"
1940;4;1785915466.612826;2026-08-05T07:37:46.612+00:00;master;traffic;web_total;86.04460000060499;ms;"{""size_bytes"":258753,""profile"":""surfen#1"",""url"":""https://www.admin.ch/"",""status"":200}"
1941;4;1785915466.6240695;2026-08-05T07:37:46.624+00:00;master;traffic;web_ttfb;24.309399999765446;ms;"{""profile"":""surfen#2"",""url"":""https://www.ch.ch/de"",""status"":200}"
1942;4;1785915466.624087;2026-08-05T07:37:46.624+00:00;master;traffic;web_total;26.678999999603548;ms;"{""size_bytes"":43250,""profile"":""surfen#2"",""url"":""https://www.ch.ch/de"",""status"":200}"
1943;4;1785915466.6378264;2026-08-05T07:37:46.637+00:00;master;traffic;web_ttfb;22.933600000214938;ms;"{""profile"":""surfen#1"",""url"":""https://www.ch.ch/de"",""status"":200}"
